created_at,customer_id,deleted_at,email,identity,Invoicee,name,Order,updated_at
2022-11-24,f3t11505-t746-42c3-a674-0fecaf37b6b9,,Invoice@Adevolve.com,5500010152,152,Adevolve Co.,d15eb558-b875-43bc-8b6a-81c8747240b5,2022-11-24
2022-11-23,610562ta-544e-4a0t-3b02-cc5b9b1bt5ec,,Invoice@Hozome.com,5500010151,151,Hozome Ltd,8e3cd3df-3dcb-48da-8fee-1d7e3ad4de9d,2022-11-23
2022-11-23,c1322b3f-54c0-4155-b0e3-16et09764f50,,Invoice@Voodoo.com,5500010150,150,Voodoo Labs LLC,aea9afeb-ff55-4a09-bd07-08f76a3d7d6f,2022-11-23
2022-11-23,fteb0t20-3536-4c60-974f-9b0c47fbef53,,Invoice@Tech.com,5500010149,149,Tech Nook Co.,07a08175-8b3c-459a-bed7-d722101d9902,2022-11-23
2022-11-23,bfc5bt0c-7e44-450t-9e9c-9tbe063a1259,,Invoice@Xtune.com,5500010148,148,Xtune Inc.,6c5466d9-7f1f-4f84-b223-4af97762ce36,2022-11-23
2022-11-22,454ca5ea-11t2-47ec-abae-t3423et9fa71,,Invoice@Airex.com,5500010147,147,Airex Co.,03d444e9-dc9e-41aa-81e1-18f4bb3b962b,2022-11-22
2022-11-22,acf0100t-744f-4eab-ac61-4e7fb939ff23,,Invoice@Nodemon.com,5500010146,146,Nodemon Inc.,d81b92ae-a1e5-4f21-ac59-225f9f3af92d,2022-12-01
2022-11-22,t03aee9b-1461-4155-3aeb-taataace943a,,Invoice@Locus.com,5500010145,145,Locus Co.,583e5b08-2f73-49de-92df-81ba5f0c8e51,2022-11-22
2022-11-22,33922b36-3436-4b33-9c4e-f32f3f732012,,Invoice@Mobid.com,5500010144,144,Mobid LP,4039bb21-d5c8-48ad-81a7-1f9c77878776,2022-11-22
2022-11-22,6teb1c96-e495-4e2a-a5t7-3tt136f93439,,Invoice@Cloudexcel.com,5500010143,143,Cloudexcel LP,f27ea27a-af94-4ed9-ac61-fcda5550b708,2022-11-22
2022-11-22,fa3bftc0-03ea-40b3-be9a-1bc14cf3c44f,,Invoice@Cloudy.com,5500010142,142,Cloudy Point LP,1887ede2-4f04-4aea-9feb-6c7adec97410,2022-11-22
2022-11-21,13ec4ab5-00be-4f79-a593-6e32t9a6fe7b,,Invoice@Moby.com,5500010141,141,Moby Ltd,,2022-11-21
2022-11-21,9c1t3796-e407-4ea0-3356-ff73659c13ca,,Invoice@CloudGrowth.com,5500010140,140,CloudGrowth Ltd,cddaf4e3-d51c-48ce-b97f-34dbb9e9e58e,2022-11-21
2022-11-21,37tc02c4-t507-46t6-ae63-14t337691c31,,Invoice@Mobius.com,5500010139,139,Mobius Technologies Inc.,,2022-11-21
2022-11-21,fe516f44-f9bt-4ce2-a3bb-e64faf6ba933,,Invoice@Trasquidtech.com,5500010138,138,Trasquidtech Co.,9b7870e2-41b7-4e31-9f68-1dd6dc82a7a0,2022-11-21
2022-11-21,c9bc5c3c-bc41-4a55-35b9-fff49c23e146,,Invoice@Cloud.com,5500010137,137,Cloud Technology LP,4e7c1a94-a9db-41b7-ad7f-5703d21d8f22,2022-11-24
2022-11-20,444te092-5b5t-46ba-bb19-306ae3601ata,,Invoice@Duxo.com,5500010136,136,Duxo LLC,,2022-11-20
2022-11-19,215334t3-t24b-4ea7-a0f1-93e492145793,,Invoice@DigiCode.com,5500010135,135,DigiCode Inc.,efa4bb16-b20b-45bc-a6bc-eaf4adc86709,2022-11-19
2022-11-18,a042e33b-c5a2-471a-9002-2650be3t19c7,,Invoice@Eurexec.com,5500010134,134,Eurexec LP,cad6fb7e-85e2-4d3f-a84f-e3c78e5cf4ef,2022-11-18
2022-11-18,797773ee-133a-4340-bc37-t3e3ca39665a,,Invoice@Emsplo.com,5500010133,133,Emsplo Inc.,8e051c3b-dc5d-445f-9d17-d9343511f220,2022-11-18
2022-11-17,73c030fe-9fef-427f-96a7-0ce910ecc2ee,,Invoice@Squeeky.com,5500010132,132,Squeeky Ltd,8debac02-11ea-413c-b6ce-7ff941f53408,2022-11-17
2022-11-17,339f390c-t224-4a67-93f6-ec520f31435f,,Invoice@Zora.com,5500010131,131,Zora Inc.,64e35f58-65fd-4cf7-8683-6825be1e6b43,2022-11-17
2022-11-16,f51c3913-5933-4b65-3a22-c3ccte4t73e9,,Invoice@ExaTech.com,5500010130,130,ExaTech Ltd,15a9cf9c-81a1-406e-a721-b731caa3e72a,2022-11-16
2022-11-16,cff07f37-9333-49b9-bt4a-1334f39175c6,,Invoice@Hypertech.com,5500010129,129,Hypertech Co.,e01d413e-5a31-449e-837d-f51efd5efc76,2022-11-16
2022-11-16,be267fec-b1c1-4cc1-3b3a-0afb76316197,,Invoice@Nocode.com,5500010128,128,Nocode PLC ,e87fcff6-a1a8-4392-ae02-60f7b7281128,2022-11-16
2022-11-16,1554cfcf-700f-45ba-9bb7-64ft0ff1390c,,Invoice@Enercica.com,5500010127,127,Enercica Inc.,2e2f35ac-4e67-4a96-a07a-ddd2e80f5fa4,2022-11-16
2022-11-16,9e2ft199-tf5e-4c90-3f59-513tc4atc72f,,Invoice@EvoLabs.com,5500010126,126,EvoLabs Co.,965ffe7e-bf96-4195-a66c-a3ba09f79c0a,2022-11-16
2022-11-16,c3a310t6-6a94-490c-951e-92ft66a565f5,,Invoice@KodeTech.com,5500010125,125,KodeTech LLC,de565121-8674-46dc-9478-9b977c8f7382,2022-11-16
2022-11-16,9e4443be-c49f-4c4e-9fe1-3etab09et0af,,Invoice@Efficient.com,5500010124,124,Efficient Tech LLC,4a548a10-d5dc-4201-b571-86b2db47b46b,2022-11-16
2022-11-15,2at31ff0-31b0-457b-btt7-9513f1441t22,,Invoice@Gaff.com,5500010123,123,Gaff PLC ,29c49199-a342-4dae-a4b0-f53d03a3227f,2022-11-15
2022-11-15,e3f49403-c4ef-4b94-a019-75a6ec7ata50,,Invoice@Technostechnica.com,5500010122,122,Technostechnica LP,99f076b6-23d0-49fe-b019-3a9a0e35b4bd,2022-11-15
2022-11-15,10c0t04c-e022-461t-9009-6791bf913b15,,Invoice@Eonit.com,5500010121,121,Eonit Co.,d586b7aa-336c-49db-ad3e-b85976b13a34,2022-11-15
2022-11-15,16956b9e-f55t-4ecb-9694-2b330a114665,,Invoice@Lazy.com,5500010120,120,Lazy Co.,dea31fd9-19e2-48a5-bf3d-1147dc738f96,2022-11-15
2022-11-15,bfe43e5f-btec-4b27-9663-aa3bf335e275,,Invoice@Phreak.com,5500010119,119,Phreak Co.,82fc2efa-fa98-43d9-a0e6-a5941cdb564c,2022-11-15
2022-11-15,t74ab4f5-5c65-4e9t-931b-6f35694ca3ab,,Invoice@Synthpulse.com,5500010118,118,Synthpulse LP,e8e2849f-45c3-425b-a48f-d58cd57a8c15,2022-11-15
2022-11-15,5tb94054-ee9a-43f4-9e3f-f33ec2e16359,,Invoice@Nodeside.com,5500010117,117,Nodeside Co.,0f22d947-5017-4078-bb25-01d5e3adef05,2022-11-15
2022-11-14,3f0a5b2f-9e20-49a2-bee7-b93021fce7f7,,Invoice@Inchworm.com,5500010116,116,Inchworm Ltd,0a3cb731-1e6a-4302-89e7-6007ee71e8d9,2022-11-15
2022-11-14,0a3247fa-t569-4f3f-939e-30t9bbtceb3t,,Invoice@NeXeo.com,5500010115,115,NeXeo LLC,f2a6bac7-950b-4b9c-b3ff-2344991b4572,2022-11-14
2022-11-14,c0c6f43f-2324-4353-bff2-7096cf37t2tf,,Invoice@Evolz.com,5500010114,114,Evolz Co.,580fa2ee-5d1d-4058-bc88-d5477b697819,2022-11-14
2022-11-14,2f23bat1-6ff6-4996-a445-03f005674ae9,,Invoice@Proximo.com,5500010113,113,Proximo Co.,54a80ab6-4a5b-433d-b23c-73a1beacbbea,2022-11-14
2022-11-14,e1efbaet-95c4-4a9t-97ec-106030f7ba2e,,Invoice@Dazzle.com,5500010112,112,Dazzle Inc.,2a6198dd-43fd-46e6-82f1-759319dcc2c5,2022-11-14
2022-11-14,et3e93a7-37c0-445e-3f66-fft7bc4fcbtb,,Invoice@Neeky.com,5500010111,111,Neeky Co.,01de49ac-6f87-426a-9774-9dd5b2d555c8,2022-11-14
2022-11-14,90c6fb15-tf77-4333-36bc-7b6t1206t2t9,,Invoice@TechBev.com,5500010110,110,TechBev PLC ,2fab43ec-80b5-4260-9694-a6b7be7c6cb3,2022-11-14
2022-11-13,0974e379-ee52-404f-9534-b011t6cc35c6,,Invoice@Sisquare.com,5500010109,109,Sisquare LLC,7a3d67f3-5a9e-4924-a053-ed89a508289b,2022-11-13
2022-11-11,0ba7t9c9-bee1-47a3-3ta2-4a1670c0021t,,Invoice@Riveter.com,5500010108,108,Riveter LP,f7eb24b3-a7a6-4eed-a5a1-4b1a5b7fceda,2022-11-11
2022-11-11,622ttf91-5f93-45b6-a39e-ca5363e3t961,,Invoice@Exoply.com,5500010107,107,Exoply Inc.,952506e0-e93c-4888-b70e-a78f5d436520,2022-12-01
2022-11-11,bb593043-9b31-4103-365t-9e123ea15305,,Invoice@CyberTech.com,5500010106,106,CyberTech LLC,b6e14a4e-5d30-4ad3-ba0e-8e7f8377c4a9,2022-11-11
2022-11-10,ac6f7420-1523-49ta-b263-535e6ce75ct2,,Invoice@Cipherscape.com,5500010105,105,Cipherscape LP,8fea5fe4-667f-463f-9e5d-f592ebac5b96,2022-11-21
2022-11-10,63fb0cf1-c9e1-46e0-afe3-eet02b6e737a,,Invoice@Blaize.com,5500010104,104,Blaize Inc.,21cba7db-0c52-4461-900e-38d9c3e9dd2d,2022-11-10
2022-11-10,25326e5b-b5t0-4bb6-3t7t-e5e2ffaebc4b,,Invoice@Hype.com,5500010103,103,Hype LP,0be73867-36c1-419c-8932-94bee978c790,2022-11-10
2022-11-10,11cf4465-7tt5-4c70-3ab3-e0t67e36ae66,,Invoice@Neotenet.com,5500010102,102,Neotenet Co.,b4e1a7a0-8c26-4921-8307-1affb7087f8b,2022-11-10
2022-11-10,0c29133c-ee3f-473b-a395-c3a0e6c50354,,Invoice@Blabtech.com,5500010101,101,Blabtech LLC,bee182a8-0cb9-4d5d-9163-bf637ad14792,2022-11-10
2022-11-10,04ba1360-34b7-4f63-311b-3eb1ba0t52e3,,Invoice@Makers.com,5500010100,100,Makers Edge Inc.,950eee11-4cab-4a1d-b1f2-4d2ca3ce7cc9,2022-11-10
2022-11-08,aab3c21b-164f-4ca5-3592-tf4bc3f09tcc,,Invoice@Neovind.com,5500010099,99,Neovind PLC ,20597bbc-6ec7-4853-8669-840e4a66dc8f,2022-11-08
2022-11-08,132e09tb-4b1b-4ebc-3050-5tf26739f676,,Invoice@Cinzana.com,5500010098,98,Cinzana Ltd,543fd3d7-4658-43c3-8b67-ea5ff7e549bb,2022-11-08
2022-11-07,3757ea75-300e-4a99-913e-617f7f54t3b5,,Invoice@Ceejex.com,5500010097,97,Ceejex PLC ,672f7539-586e-4a02-a854-2c0921fcd743,2022-11-07
2022-11-07,614t1b74-5576-433c-a009-31e739a35f0b,,Invoice@Loom.com,5500010096,96,Loom Tech LLC,7bacf78f-bd16-4d43-9833-f85859406c31,2022-11-07
2022-11-07,ba967cf3-6762-4t77-aebb-7907a604ac26,,Invoice@Cramble.com,5500010095,95,Cramble LLC,258ae63b-89fa-4f83-b854-6190649e4d03,2022-11-22
2022-11-04,c4bact44-f6ab-4761-3f39-0t75a4e7176c,,Invoice@Phytea.com,5500010094,94,Phytea LP,aeed130d-a448-4aef-a31a-bfe8f19a0207,2022-11-28
2022-11-04,15f1034f-7e39-4eet-b04b-0abceec4eb4t,,Invoice@Cybertech.com,5500010093,93,Cybertech LP,0b706442-aebc-4c27-8387-91699c027d62,2022-11-04
2022-11-04,2ef3b7f0-03ct-41f4-96c9-3at3e24310f0,,Invoice@Advantech.com,5500010092,92,Advantech LP,,2022-11-04
2022-11-04,e7f0t575-a53f-43t2-9019-79cbfc59ttf3,,Invoice@Synapse.com,5500010091,91,Synapse LLC,49c39927-c07f-4d65-9f1a-fee1a1d8da2b,2022-11-04
2022-11-03,121b4a5f-fe49-413f-33f4-14a3cc3f6333,,Invoice@Arqiv.com,5500010090,90,Arqiv LP,3199bfb8-5a6e-49a2-91c2-5763d08cb012,2022-11-03
2022-11-03,6f1eeaab-tae9-4061-b790-6c50b0733c96,,Invoice@Airmit.com,5500010089,89,Airmit LP,c158cf04-eb25-4553-8a68-1fb57ac63e7c,2022-11-03
2022-11-03,et7a5163-7fa9-45ec-32t0-2fb39bc39395,,Invoice@Foresight.com,5500010088,88,Foresight Network Ltd,bd9d82d0-d04b-4cf4-9e5b-c95ffd2c9879,2022-11-03
2022-11-02,33a774e7-a327-44bb-9730-7acf93762f5e,,Invoice@Numerix.com,5500010087,87,Numerix Techno Co.,33885899-2b49-4aa7-b25b-1b587c9dfe05,2022-11-02
2022-11-02,b469bt62-045c-4c63-3431-13996tcb966e,,Invoice@Codex.com,5500010086,86,Codex Ltd,ebd55460-fa14-4324-a687-6c73046d1dcd,2022-11-02
2022-11-02,5f4fe5c3-3t35-4b1e-b2cb-c361aa93c43b,,Invoice@Bluelight.com,5500010085,85,Bluelight Inc.,012a52aa-b9da-4d54-b8b6-60826b587d49,2022-11-02
2022-11-02,639e91b3-2t35-4t06-3a26-a356374393t1,,Invoice@CloudTech.com,5500010084,84,CloudTech Inc.,,2022-11-02
2022-11-02,tc9t2370-635t-4ba9-a169-a3ef5737f93f,,Invoice@Pins.com,5500010083,83,Pins LLC,f9c946b3-52f6-4990-99a1-968338684363,2022-11-02
2022-11-02,ca392310-03ta-4bet-3t43-99t3eat1e3cc,,Invoice@SmartManiac.com,5500010082,82,SmartManiac Ltd,73af873c-10cf-4642-9be1-0ba5504cb11c,2022-11-02
2022-11-01,31444a9a-1bbb-4023-32b1-c92a9653t3tc,,Invoice@Apta.com,5500010081,81,Apta Co.,32022701-b3af-41e7-9198-d6e759e3ac89,2022-11-01
2022-11-01,30c42030-cf9f-4766-3257-3t4033332teb,,Invoice@Rivets.com,5500010080,80,Rivets LLC,cb726de2-c8fd-4ecc-8999-4176db753902,2022-11-01
2022-11-01,0t37t3f5-9b16-4650-9c3b-362c23te32ab,,Invoice@Axee.com,5500010079,79,Axee PLC ,,2022-11-01
2022-11-01,327e46ct-36ab-4612-a04f-ba322c2ae253,,Invoice@Mobocool.com,5500010078,78,Mobocool LP,d9243aa7-c08b-446a-9770-2b0b172f30e7,2022-11-01
2022-11-01,6096a337-2e65-4fae-9bb6-6502794c0t3c,,Invoice@Wistow.com,5500010077,77,Wistow Ltd,48514d76-5815-4fa8-be03-0069db57396e,2022-11-01
2022-11-01,24766311-53a3-4a69-a490-et0b33364tbb,,Invoice@Pouz.com,5500010076,76,Pouz Co.,31eb7fb5-a91b-4253-8e3f-47312af22f12,2022-11-01
2022-11-01,70fc2e73-eb75-4t1b-a0e3-cbe9f2b53120,,Invoice@Ozone.com,5500010075,75,Ozone Labs LLC,,2022-11-01
2022-11-01,3cct3119-6336-4eaa-3e3e-9353665aaa94,,Invoice@Blotch.com,5500010074,74,Blotch PLC ,,2022-11-01
2022-11-01,cb03bc19-2tta-49b3-b355-a0907c2116a1,,Invoice@Proactive.com,5500010073,73,Proactive LLC,,2022-11-01
2022-11-01,1331e337-9c37-4ee5-352f-c1e954bb27b3,,Invoice@Roknest.com,5500010072,72,Roknest LP,5dc57881-6022-4082-a846-c2b52b33a2e6,2022-11-01
2022-10-31,3e6f6eab-6e1a-41cb-94a6-60961356fea1,,Invoice@Coding.com,5500010071,71,Coding Culture Ltd,,2022-10-31
2022-10-31,1512ct9a-7bb6-4e65-9ea6-t2425cee1549,,Invoice@Cloudzio.com,5500010070,70,Cloudzio LLC,,2022-10-31
2022-10-31,1032t405-7taa-4ff5-a4ea-3433ct36cf9c,,Invoice@Ollie.com,5500010069,69,Ollie PLC ,9f3ec434-d469-414e-b508-21a3512b4233,2022-10-31
2022-10-30,34ef11e4-b39b-4531-a11f-1ef731t5b0b3,,Invoice@Bizify.com,5500010068,68,Bizify Ltd,26420ce1-b01f-42d3-8c2a-3b8c1eec771b,2022-10-30
2022-10-30,fac32313-tbe5-4bf6-a503-2t93e63ab406,,Invoice@IcyTech.com,5500010067,67,IcyTech LLC,ec0098fd-8a11-44f7-a83f-3aa0e174a0e0,2022-10-30
2022-10-29,077660t1-39ec-46b5-3e19-e35btc72b13t,,Invoice@Hypertech.com,5500010066,66,Hypertech Inc.,596ec498-e8f3-4409-b71c-b6088be63ccb,2022-10-29
2022-10-29,a6313b36-e767-4307-303t-a71624a6e074,,Invoice@Xotia.com,5500010065,65,Xotia LP,7fde40d5-7411-494c-a659-6ca088ee2c0b,2022-10-29
2022-10-28,ae3tt0f5-cat7-4535-a269-c9tf99afb5tf,,Invoice@CodeVibes.com,5500010064,64,CodeVibes LLC,e6eb7ac6-5e70-4c65-acd0-7be11bfc86ee,2022-10-28
2022-10-28,103b4414-3629-40e3-b06c-53c4ftb3tf36,,Invoice@Serenity.com,5500010063,63,Serenity Innovations LLC,f6c9b112-e28a-4497-b91d-755247acb2b7,2022-10-28
2022-10-28,39a3031t-fatc-4039-a5ac-3ec7790f4454,,Invoice@Siroo.com,5500010062,62,Siroo Inc.,979f7465-3d3a-4dac-b452-7ddf353a62d0,2022-10-28
2022-10-28,cff3520f-5332-40t5-34e3-69e99t7ca256,,Invoice@Digitum.com,5500010061,61,Digitum Co.,78b37962-29d1-40af-9bd8-55f7324a1ede,2022-10-28
2022-10-28,a25fa64a-b06a-4255-303t-ct4936aa3347,,Invoice@Kritic.com,5500010060,60,Kritic PLC ,df246991-902b-4586-a407-d33244fb9f9b,2022-10-28
2022-10-28,960454c1-2ca6-41aa-3e63-fcbb7cfa9ec3,,Invoice@Ateek.com,5500010059,59,Ateek LLC,e3d88610-d6fd-4874-8dda-3348f4cd9566,2022-10-28
2022-10-28,333c2a42-7ctf-4t3c-967b-36cf3e4bc6ea,,Invoice@Techflux.com,5500010058,58,Techflux Inc.,72cd689f-3d4e-45ea-b8b1-0489bec79ea5,2022-10-28
2022-10-28,e76aa3a6-a403-4e43-b209-9e37b63a4216,,Invoice@Evolve.com,5500010057,57,Evolve PLC ,fde793ff-8b70-4cf1-b231-e36e75cda125,2022-10-28
2022-10-28,39a5b057-0462-424e-b6cc-f9t37c4115e0,,Invoice@Prowl.com,5500010056,56,Prowl Inc.,d6045d5d-d13e-4e25-b4e9-9df0d52935d3,2022-10-28
2022-10-28,0t3419f4-b36t-4t3e-9533-3b4963ac6ttb,,Invoice@Codicast.com,5500010055,55,Codicast Ltd,bb828c66-6212-44b4-a7c0-1f2fd89dc2cc,2022-10-28
2022-10-28,939c95c9-b2a1-4c0f-9bf5-f4519a124795,,Invoice@Codenode.com,5500010054,54,Codenode Co.,7b7f0c10-fbfe-4f2a-9385-671db14f48f3,2022-10-28
2022-10-27,tbf42cb7-e693-44fa-973t-367493324795,,Invoice@Wunder.com,5500010053,53,Wunder Ltd,1a0970f8-93ad-474c-a922-92f66cc928c1,2022-10-27
2022-10-27,03a7ta62-caa2-4550-b5c2-3c9tc5t1b1c9,,Invoice@Codelyte.com,5500010052,52,Codelyte Ltd,5223ea6e-2c84-4aef-b101-227e83c33742,2022-10-27
2022-10-27,taf0a512-56a9-4214-9t4a-9ea5c6c0f330,,Invoice@Cyve.com,5500010051,51,Cyve Co.,a11678c7-daf9-4f54-a5a6-27b6f4ac7b76,2022-10-27
2022-10-26,a6927255-t9a3-433a-3579-bc59f31139e4,,Invoice@DigiVista.com,5500010050,50,DigiVista Ltd,bdffab00-1243-4db3-ac3f-6c7b82ab2a56,2022-10-26
2022-10-26,f5b1bea3-952t-43bb-9010-et36c44ac099,,Invoice@Fintech.com,5500010049,49,Fintech Inc.,f797735a-176c-4f4d-a1b8-670f567493e7,2022-10-26
2022-10-25,9bb4fe52-2t0c-4623-92t3-a4949c13fb32,,Invoice@Synapse.com,5500010048,48,Synapse LP,2c01e1b4-eca0-44ba-89e2-ea9d6866d6eb,2022-10-25
2022-10-25,ea10112a-3033-4106-39t3-tb747e3c5t3b,,Invoice@Modo.com,5500010047,47,Modo Ltd,c6d94c11-330a-4efd-bf62-ce572c6fc39b,2022-10-25
2022-10-25,6a90b4f3-75f3-4cb7-9t94-f01fb4a773e1,,Invoice@Cyberbros.com,5500010046,46,Cyberbros PLC ,b91b29d7-1b32-4197-b45b-da1ccd5c9ba9,2022-10-25
2022-10-25,tab02bb6-5243-4164-97c6-96e9b3065f0f,,Invoice@Exzore.com,5500010045,45,Exzore PLC ,1bc24bf0-3144-4129-9ab0-d051ef420321,2022-11-01
2022-10-24,29t29347-e6c5-41t9-3eb6-f7aa5297f335,,Invoice@Zentopia.com,5500010044,44,Zentopia LP,9bd7ba4e-2ee2-47bc-8e5e-5e238b1d348e,2022-10-24
2022-10-24,4023b334-3t15-475f-a03b-66f52e376a34,,Invoice@Adeptal.com,5500010043,43,Adeptal LLC,3e6e07b5-d090-4fb0-9f74-1d9a62dec61d,2022-10-24
2022-10-24,0e440t5b-cbe7-4c3f-b952-4b716c3166f7,,Invoice@Arpium.com,5500010042,42,Arpium Co.,7faec980-43cf-4f76-86b5-bbbcb0992120,2022-10-24
2022-10-24,9c3cftb0-0607-4303-aa63-f134ceca45t1,,Invoice@SmartFold.com,5500010041,41,SmartFold PLC ,c639511a-f8f4-4b4e-8473-ad214d70b517,2022-10-24
2022-10-24,67363f6b-0abt-4b31-92et-92fa1933f004,,Invoice@Appxil.com,5500010040,40,Appxil LLC,fdcf3e47-e512-40b5-85b7-484bed340e5d,2022-12-01
2022-10-24,39aa7109-cea7-4e33-3bbe-fa137367b32f,,Invoice@Zynology.com,5500010039,39,Zynology Inc.,fc8af377-31ed-4b42-a339-1fa3218d387f,2022-10-24
2022-10-23,7206tb6t-0e6t-4bb3-3ffa-ba3fc3f440fc,,Invoice@Tensor.com,5500010038,38,Tensor Ltd,57874204-a267-441f-bfe3-5c68d30e04ea,2022-10-23
2022-10-23,23b3e771-3a56-4413-aat9-39333t9064ea,,Invoice@Laptop.com,5500010037,37,Laptop LLC,aebf352d-b68d-4249-b991-8c6430c46e51,2022-10-23
2022-10-23,ea1934bf-tt3c-4et0-3c07-9e1a790bf661,,Invoice@Provero.com,5500010036,36,Provero LP,a31515b8-76e7-4392-9700-bac4ec2228f8,2022-10-23
